1.185101565670254771e-02,4.204412678662217263e-16,1.271958461317446528e-28,2.308908239561442610e-23,5.983666863401002761e-02,inf
8.930477068145472805e-03,2.040992789208159320e-16,1.224335836801825445e-23,2.653505822508157314e-23,3.901029906255592400e-02,inf
8.640096024799310062e-03,2.523666741750870705e-16,1.444160343043034385e-24,6.686893204322420537e-21,7.336277072789131048e-02,inf
8.166259800778266978e-03,3.968648732186912486e-16,9.957719158794242127e-24,1.910481393111365421e-19,1.819378458160693102e-01,inf
7.191946451378055001e-03,8.200664513834935862e-16,5.892324335211115232e-22,3.151789576452670891e-18,5.002866082633973255e-01,inf
6.312023815961090301e-03,2.162210846105879974e-15,1.552438632444479531e-20,4.663461269548792364e-17,1.427271627780327012e+00,inf
6.787717376917718794e-03,7.871927529744895550e-15,3.365823946570400301e-19,4.208107739675573233e-16,4.087740529960138147e+00,inf
1.061944060327038239e-02,2.362991184589951787e-14,3.730644022218116502e-18,4.607991709467465885e-15,1.154013660323060897e+01,inf
2.058917706295059977e-02,1.173688504635761443e-13,4.426691574666218563e-18,2.320336657414638508e-14,3.177883521666799993e+01,inf
3.966760258632703179e-02,1.023230955723155642e-12,4.450591044954239969e-16,1.673630870741619992e-13,8.487385407314916108e+01,inf
