7.269870284349390204e+03,6.481342186716153265e+03,5.811818021447284082e+03,5.554784883956548583e+03,4.867619445543215079e+03,inf
7.108007217877271614e+03,6.487792279640463676e+03,5.844703549908957029e+03,5.562671355217175005e+03,4.886517365322712067e+03,inf
6.915601397771733900e+03,6.346582118921188339e+03,5.731803068781577167e+03,5.440630183960952309e+03,4.901671256405310487e+03,inf
6.730879246636492098e+03,6.179454116874345345e+03,5.589909919070955766e+03,5.297435440307418503e+03,4.918702007290508845e+03,inf
6.560996282035464901e+03,6.013363450606063452e+03,5.445699119335531577e+03,5.156796443026593806e+03,4.940658081561545259e+03,inf
6.407329419567939112e+03,5.856729828185780207e+03,5.307220217281365876e+03,5.025319524193966572e+03,4.968839956939801596e+03,inf
6.269507695450811298e+03,5.712372355604067707e+03,5.177641803806714051e+03,4.905277077004850071e+03,5.004475029588536017e+03,inf
6.146550003775460027e+03,5.580649425959527434e+03,5.057817556284780039e+03,4.796700834995323930e+03,5.050460835042955296e+03,inf
6.037512012750466965e+03,5.461639283602250543e+03,4.947874193090977315e+03,4.699290747739166363e+03,5.114507505789384595e+03,inf
5.941189557565082396e+03,5.354412171021825088e+03,4.847279223888323031e+03,4.612242340407764459e+03,5.216365643931973864e+03,inf
